thesau_%0;term;term.soort;term.status;use_count;narrower_term;broader_term;related_term;equivalent_term;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1625;Kelder;plaats#onderwerp#objectnaam;descriptor;1103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1069;Kaart;materiaalsoort#onderwerp#plaats;descriptor;1100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;bouwkunst;onderwerp;descriptor;1093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1394;ruïne;onderwerp;descriptor;1088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;Fort;geografisch trefwoord#onderwerp;descriptor;1082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
747;stadsgeschiedenis;onderwerp;descriptor;1071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;Walcheren;geografisch trefwoord#plaats#gemeente#onderwerp;descriptor;1070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474;geografie;onderwerp;descriptor;1063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59408;De wouden;geografisch trefwoord#onderwerp;kandidaat;1062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19586;Zolder;onderwerp#plaats;descriptor;1059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84589;materialen;onderwerp;descriptor;1059;been#beits#bot#cement#collageen materiaal#emaillak#gips#glas#glazuur#harders#hars#hout#houtachtig plaatmateriaal#houtskool#keramiek#keratinisch materiaal#kokosnoot#koraal#kruidnagel#kunststof#kurk#lak#lakken#leer#ligniet#lijmen#metaal#mineralen#mortel#parel#parelmoer#pate#perkament#petroleumproducten#pigmenten#plamuur#pleister#proteine#puzzolanen#pyrobitumen#schelp#siccatieven#spons#steen#stuc#tand#terpentine#textiel#tolueen#vacht#verven#vezels#was#water#zand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34483;Steden;onderwerp;descriptor;1052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20897;industrieel erfgoed;onderwerp;descriptor;1042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4119;Stucwerk;geografisch trefwoord#onderwerp;descriptor;1018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1508;Grafzerk;onderwerp#objectnaam;descriptor;992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19372;Ets;techniek#onderwerp;descriptor;987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1457;beeldhouwwerk;onderwerp#objectnaam;descriptor;971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3307;Tekening;onderwerp#techniek#objectnaam;descriptor;957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98229;niet opgehoogde nederzetting zonder stedelijk karakter;onderwerp;kandidaat;954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22305;Ingangspartij;onderwerp;descriptor;951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93668;paleolithicum;onderwerp;descriptor;921;jong paleolithicum#midden paleolithicum#oud paleolithicum;steentijd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29938;Aftekening muurschildering;objectnaam#onderwerp;kandidaat;915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;architect;rol#onderwerp#beroep;descriptor;913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12600;Bronstijd;onderwerp;descriptor;908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84616;glas;onderwerp;descriptor;903;draadglas#figuurglas#grantverglas#ijsglas#kristal#matglas#melkglas#obsidiaan#opaalglas#opalineglas#raqon de venise#veiligheidsglas#vensterglas;materialen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
440;Synagoge;onderwerp#motief;descriptor;899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68256;Conservering. Behoud en bescherming;onderwerp;niet gedefinieerd;882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3879;Luchtfoto;onderwerp#techniek;descriptor;865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
520;Krimpenerwaard;geografisch trefwoord#gemeente#onderwerp;descriptor;862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;Gent;geografisch trefwoord#plaats#gemeente#onderwerp;descriptor;861;Sint Baafskathedraal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83107;handel;plaats#onderwerp;descriptor;857;;Gemert-Bakel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84860;ijzer;onderwerp#materiaal#objectnaam;descriptor;855;gietijzer#ijzerdraad#ijzererts#ijzeroer#plaatijzer#smeedijzer#staal;metaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12330;Neolithicum;onderwerp;descriptor;850;Prekeramisch Neolithicum#Seine-Oise-Marne-cultuur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7135;Graveur;rol#onderwerp;descriptor;839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98224;Nieuwe Tijd Midden;onderwerp;kandidaat;830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1274;bewoningsgeschiedenis;geografisch trefwoord#onderwerp#objectnaam;descriptor;826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90541;preekstoelen;onderwerp;descriptor;822;;stoelen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
861;Schilder;onderwerp#beroep#rol;descriptor;821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34440;Schilderijen;onderwerp;descriptor;813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1345;schade;onderwerp;descriptor;811;Waterschade#temperatuurschade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5405;Stedebouw;onderwerp;descriptor;805;Stadsontwerp#Stadsontwikkeling#Stedelijk ontwerp#Stedelijke ontwikkeling#Stedelijke vernieuwing#stadsvernieuwing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151;Tegeltableau;onderwerp#objectnaam;descriptor;798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7493;Trappenhuis;onderwerp;descriptor;796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36023;Volkeren;onderwerp#plaats;kandidaat;795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1211;verdedigingswerk;onderwerp;descriptor;794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402;watertoren;onderwerp#geografisch trefwoord;descriptor;791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93719;late middeleeuwen B;onderwerp;descriptor;788;;late middeleeuwen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85767;schoorsteen;onderwerp;descriptor;783;;staande werk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
985;Dakbedekking;onderwerp#objectcategorie;descriptor;782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98230;bewoning (inclusief verdediging);onderwerp;kandidaat;782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1092;Stadsgezicht;onderwerp;descriptor;781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;kathedraal;onderwerp#objectnaam;descriptor;765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90056;grafperken;onderwerp;descriptor;758;;begraafplaats onderdelen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98272;nederzetting met stedelijk karakter;onderwerp;kandidaat;757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35948;Tijdperken;onderwerp#materiaalsoort;kandidaat;756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17959;Vroege Middeleeuwen;onderwerp;descriptor;753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33955;Dodenbestel;onderwerp;descriptor;748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;stadsvernieuwing;onderwerp;descriptor;746;;Stedebouw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3080;Hoeve;plaats#onderwerp#geografisch trefwoord;descriptor;745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21089;waardestelling;onderwerp;descriptor;743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34339;palynologie;onderwerp;descriptor;737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34269;monumenten;onderwerp;descriptor;735;Archeologische monumenten#Rijksmonumenten#groene monumenten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14919;Vuursteen;onderwerp#materiaal#objectnaam;descriptor;732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93435;munt;onderwerp;descriptor;728;;devotieprent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33829;Archeologische praktijk;onderwerp;descriptor;726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60434;Persoon;onderwerp;kandidaat;725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
867;Kerkhof;geografisch trefwoord#onderwerp;descriptor;724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
894;grafmonument;onderwerp;descriptor;722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;planologie;onderwerp;descriptor;721;;ruimtelijke ordening;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1060;pakhuis;onderwerp;descriptor;720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2541;Schaapskooi;geografisch trefwoord#onderwerp;descriptor;718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
984;Dak;onderwerp;descriptor;715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93073;altaar;onderwerp#objectnaam;descriptor;709;altaaronderdelen#tombealtaar#transeptaltaar#volksaltaar#votiefaltaar#zijaltaar;ceremoniële objecten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
875;Metaal;onderwerp#materiaal#objectcategorie#objectnaam#klas / afdeling;descriptor;702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Sloop;onderwerp;descriptor;700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85056;vuursteen;onderwerp;descriptor;691;Helgoland#Noordelijk#Rijckholt#Valkenburg;afzettingsgesteenten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21207;16e eeuw;onderwerp;descriptor;683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34004;gebouwen;onderwerp;descriptor;681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98243;Nieuwe Tijd Vroeg;onderwerp;kandidaat;681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36022;Kulturen;onderwerp;kandidaat;678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2646;kraagsteen;onderwerp#objectnaam;descriptor;669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;Baksteen;onderwerp#objectcategorie#materiaal#objectnaam;descriptor;668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22031;Straatbeeld;onderwerp;descriptor;667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;Archief;uitleencategorie#onderwerp;descriptor;665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27186;Rieten dak;onderwerp;descriptor;664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2010;Beeldhouwkunst;onderwerp;descriptor;663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35534;Proefschriften;materiaalsoort#onderwerp#bibliografische vorm;descriptor;663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;architectuur;onderwerp;descriptor;661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3759;Keuken;onderwerp;descriptor;655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33995;Fysische antropologie;onderwerp#onderzoek/gebruik methode;descriptor;653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60839;Topografische tekening;objectnaam#onderwerp;kandidaat;653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1431;Hotel;geografisch trefwoord#onderwerp;descriptor;651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68002;Pigmenten en verfstoffen in verf. Kleurstoffen;onderwerp;niet gedefinieerd;644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29593;Digitaal;materiaalsoort#onderwerp#techniek;descriptor;638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
463;Gasthuis;plaats#onderwerp#geografisch trefwoord;descriptor;635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87760;trapgevels;onderwerp;descriptor;634;;T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17398;landschapsontwikkeling;onderwerp;descriptor;631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;infrastructuur;onderwerp;descriptor;630;;;handelsroutes#waterwegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4682;Wandschildering;onderwerp#objectnaam;descriptor;630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93674;mesolithicum;onderwerp;descriptor;629;laat mesolithicum#midden mesolithicum#vroeg mesolithicum;steentijd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3665;Stucplafond;#onderwerp#objectnaam;descriptor;625;;Plafonds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
621;Klok;onderwerp#objectnaam;descriptor;624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1490;Weeshuis;geografisch trefwoord#onderwerp;descriptor;623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6381;monumentenbescherming;onderwerp;descriptor;618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1309;datering;onderwerp;descriptor;614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12638;Scriptie;onderwerp#materiaalsoort;descriptor;610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117;ziekenhuis;onderwerp;descriptor;609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21012;Katholieke kerk;onderwerp;descriptor;608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Woningbouw;onderwerp;descriptor;607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34040;Grafgiften;onderwerp;descriptor;607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68822;hofjes;onderwerp;descriptor;607;begijnhofjes;tehuizen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1075;kantoorgebouw;onderwerp;descriptor;595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123;Reconstructie;onderwerp#objectnaam;descriptor;595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;Numismatiek;onderwerp;descriptor;589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;economie;onderwerp;descriptor;581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28066;Spaans;taal#onderwerp#nationaliteit;descriptor;581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546;fundering;onderwerp;descriptor;579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1953;Kapiteel;onderwerp#objectnaam;descriptor;576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65385;restaureren, conserveren, vervalsen;onderwerp;niet gedefinieerd;572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2831;Prehistorie;onderwerp#plaats;descriptor;568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34514;terpen;onderwerp#geografisch trefwoord;descriptor;567;;Wijkplaatsen;Vluchtbergen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;beleid;uitleencategorie#materiaalsoort#onderwerp#klas / afdeling;descriptor;563;architectuurbeleid#cultuurbeleid#museumbeleid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2037;Reliëf;onderwerp#objectnaam;descriptor;562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36063;Anorganisch materiaal;onderwerp;kandidaat;559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84985;baksteen;onderwerp;descriptor;556;Belgische steen#Brabantse steen#Friese steen#Groninger steen#IJsselsteen#Limburgse steen#Twentse steen#Utrechtse steen#Waalsteen#aanzetstenen#fimonsteen#gewelfribstenen#glas-in-lood stenen#handvormsteen#holle baksteen#metselbakstenen#molersteen#montantstenen#nievelsteen#porisosteen#poroton#profielstenen#radiaalstenen#scheennessen#straatstenen#strengperssteen#ventilatiestenen#verblendsteen#volle baksteen#vormbaksteen#vormstenen#vormstukken#vuurvaste stenen#wigstenen;kunststeen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35662;Bibliografieën;materiaalsoort#onderwerp#passage;kandidaat;554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68230;Verf- en schildersambachten. Afwerking in kleur;onderwerp;descriptor;554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66112;monografieën;onderwerp;niet gedefinieerd;553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3566;koetshuizen;geografisch trefwoord#onderwerp;descriptor;548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34500;Stratigrafie;onderwerp;descriptor;547;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59487;Rundveestal;onderwerp;kandidaat;546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84853;brons;onderwerp;descriptor;541;;metaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;Oorlogsschade;onderwerp;descriptor;540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35919;Werktuigen;onderwerp;kandidaat;540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;dijk;onderwerp#plaats;descriptor;535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;milieu;onderwerp;descriptor;531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;cultureel erfgoed;onderwerp;descriptor;527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30241;Diepte;afmeting#onderwerp;kandidaat;526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85753;molenrestant;onderwerp;descriptor;523;;staande werk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93609;neogotiek;onderwerp;descriptor;523;Willem II gotiek;neostijlen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65885;technieken en materialen (schilderkunst);onderwerp;niet gedefinieerd;521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Verf;onderwerp#objectnaam#materiaal;descriptor;519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21260;Organisch materiaal;onderwerp#collectie#materiaal#objectnaam;descriptor;516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85754;molenromp;onderwerp;descriptor;516;;staande werk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35572;Icon;onderwerp#trefwoord;kandidaat;515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68604;Congressen. Symposia. Conferenties. Bijeenkomsten;onderwerp;niet gedefinieerd;513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11009;panorama;onderwerp#techniek;descriptor;512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28362;Limes;geografisch trefwoord#onderwerp;descriptor;512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24608;Houtskool;techniek#materiaal#objectnaam#onderwerp;descriptor;509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16523;Rivieren;geografisch trefwoord#onderwerp;descriptor;507;Amur#Benden-IJssel#Charente#Colorado#Dnieper#Dniestr#Dommel#Donau#Drentse a#Drweca#Eem#Eems#Elbe#Eufraat#Flie#Geeste#Geul#Henares#Hunze#IJssel#Keurbooms#Kuinder#Lauwers#Leitha#Lesse#Linge#Loire#Maas#Moezel#Neckar#Neder-rijn#Nederrijn#Neisse#Niger#Nijl#Oder#Oude rijn#Ourthe#Overijsselse Vecht#Reest#Reitdiep#Rijn#Saale#Saar#Saone#Schelde#Somme#Spaarne#Tana#Thames#Tissa#Vaal#Vecht#Viroin#Vistula#Waal#Werra#Wolga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
